,Crop,Stage,Disease Name,Pathogen Type,Favorable Weather Conditions,Symptoms at This Stage,Why This Stage is Vulnerable,Preventive Measures,Monitoring Indicators,NDVI,EVI,SAVI,NDRE,LAI,NDWI,NDMI,RSM,RVI,VARI,SOC,AVI,BSI,SI,VSSI,Crop_enc,Stage_enc,Disease_enc
75,corn,blister (r2),gibberella ear rot (fusarium graminearum),Fungus,"Cool (15–20°C), wet weather",Pink–red mold near ear tip; kernels appear pale,High moisture inside husk favors colonization,"Resistant hybrids, proper drainage, fungicide at R1","Wet weather > 48 hrs, humidity spikes, NDVI discoloration",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,110
76,corn,blister (r2),common rust (puccinia sorghi),Fungus,"Cool–moderate temps, humid",Orange-brown pustules worsening from R1 → R2,"Canopy still humid, allowing spore explosion","Resistant varieties, spacing for airflow","Leaf wetness > 10 hrs, RH > 70%",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,0,54
77,corn,blister (r2),gray leaf spot (cercospora zeae-maydis),Fungus,"High humidity, warm temps",Lesions expand toward ear leaf; photosynthesis reduction,Ear leaf is critical at R2 → yields impacted,"Fungicide at VT–R1, maintain airflow","NDVI decline along veins, humidity > 90%",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,115
78,corn,blister (r2),northern corn leaf blight (nclb),Fungus,"Humid, cool–moderate weather",Long tan lesions; rapid expansion,R2 leaf area crucial → infection reduces grain fill,"Resistant hybrids, fungicide if severe",Leaf-wetness duration > 10 hrs,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,0,142
79,corn,blister (r2),southern corn leaf blight (sclb),Fungus,"Warm (24–32°C), humid",Tan lesions expand toward ear leaf,Ear leaf stress greatly affects kernel fill,"Balanced N, residue removal","NDVI dip mid-plant, humidity spikes",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,0,196
80,corn,blister (r2),corn earworm (helicoverpa zea),Pest,"Hot, humid nights",Feeding on blister kernels; frass inside husk,Soft R2 kernels easy for larvae to chew,"Pheromone traps, insecticide threshold action","Trap count > threshold, visible ear tip damage",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,61
81,corn,blister (r2),fall armyworm (spodoptera frugiperda),Pest,"Warm, humid","Boreholes in husk, chewed kernels",Husks not yet tough at R2 → easy entry,"Early scouting, insecticide if needed","Larval count per ear, leaf tearing near ear",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,0,89
82,corn,blister (r2),root-knot nematodes (meloidogyne spp.),Nematode,Warm soil > 25°C,"Stunting, poor ear fill as R2 progresses",High nutrient flow required → stressed roots show symptoms,"Crop rotation, organic amendments","NDVI patchiness, soil moisture anomalies",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,175
83,corn,milk (r3),northern corn leaf blight (nclb),Fungus (Exserohilum turcicum),"High humidity (>90%), leaf wetness, 18–27°C","Long, cigar-shaped grey lesions expanding rapidly",Dense canopy retains moisture; leaves are still photosynthesizing heavily,"Resistant hybrids, early fungicide spray, avoid overhead irrigation","NDVI drop in upper canopy, rising humidity, increased leaf wetness duration",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,15,142
84,corn,milk (r3),southern rust,Fungus (Puccinia polysora),"Warm & humid (25–30°C), frequent rainfall",Orange pustules on upper leaf surface; rapid spread,Spores spread fast during warm rains; milk stage is critical for grain fill,"Timely fungicide, resistant varieties","Temperature–humidity spikes, NDVI decline on top leaves, spore count if traps used",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,15,198
85,corn,milk (r3),gray leaf spot,Fungus (Cercospora zeae-maydis),"High humidity, 20–30°C, long dew periods",Narrow rectangular lesions; yellow halo,Milk stage has maximum leaf area → loss impacts grain fill,"Crop rotation, residue management, fungicide","Leaf wetness > 10 hours, NDVI anomalies, canopy humidity",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,15,114
86,corn,milk (r3),anthracnose leaf blight / stalk rot,Fungus (Colletotrichum graminicola),Warm wet weather; soil moisture stress later,Top leaves show brown lesions; stalk becomes weak,R3–R4 stage stresses stalk; fungus moves from leaves to stalk,"Balanced fertilizer, avoid plant stress, fungicide at VT–R1","Lodging risk, stalk softness, NDVI patchy decline",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,14
87,corn,milk (r3),fusarium ear rot,Fungus (Fusarium verticillioides),"Warm, dry weather during silking then wet conditions",White/pink mold on kernels; scattered infection,Infection occurs through silks which remain susceptible into R3,"Harvest at proper moisture, control insects, resistant hybrids","Kernel moisture, temperature fluctuations, ear rot patches",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,2,15,93
88,corn,milk (r3),aspergillus ear rot (aflatoxin),Fungus (Aspergillus flavus),"Hot (>32°C), dry stress",Green-yellow powdery mold on kernels,Drought stress and high temps at R3 increase aflatoxin risk,"Irrigation, reduce plant stress, early harvest","Heatwaves, soil moisture drop, canopy temperature rise",3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,2,15,26
89,corn,milk (r3),corn borers (2nd generation),Pest (Insect),"Warm nights, moderate humidity","Holes in stalk, feeding on shank; ear droppage risk",Pest pressure peaks at R3; soft shank tissue allows entry,"Bt hybrids, pheromone traps, insecticide if threshold crossed","Pest count, pheromone trap captures, leaf damage",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,15,60
90,corn,milk (r3),fall armyworm,Pest (Insect),"Warm, humid; cloudy weather","Window-pane feeding on leaves, feeding on developing ears",R3 kernels attract larvae; high damage to husks,"Pheromone traps, insecticides, biological control","Caterpillar count, trap catches, NDVI edge damage",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,15,87
91,corn,milk (r3),stewart’s wilt,Bacteria (Pantoea stewartii),"Warm winters + spring, beetle activity","Leaf streaks, wilt in susceptible hybrids",Leaf whorl still active; infection persists,"Control beetle vector (flea beetle), resistant hybrids","Beetle population, temperature patterns",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,211
92,corn,milk (r3),maize dwarf mosaic virus (mdmv),Virus,"Warm weather, presence of aphids","Mosaic patterns, yellow streaks",Aphid pressure remains high during warm R3 conditions,"Aphid control, resistant varieties","Aphid count, NDVI mosaic pattern",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,131
93,corn,dough (r4),fusarium ear rot,Fungus (Fusarium verticillioides),Warm–dry conditions followed by humidity,"White to pink fungal growth on kernels, scattered infection",Kernels soft at R4; fungi easily colonize stressed or insect-damaged ears,"Control insects, harvest timely, use resistant hybrids","Kernel moisture, heat stress, NDVI decline near ear zone",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,2,5,93
94,corn,dough (r4),gibberella ear rot,Fungus (Fusarium graminearum),Cool–wet weather during grain fill,Pinkish-red mold starting at ear tip,Silks remain partially open; cool humid microclimate favors infection,"Crop rotation, fungicide at silking, resistant hybrids","Ear-tip moisture, humidity >90%, rainfall patterns",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,109
95,corn,dough (r4),aspergillus ear rot (aflatoxin),Fungus (Aspergillus flavus),"Hot (>32°C), drought, low humidity",Green-yellow powdery mold on kernels,Drought-stress at R4 increases aflatoxin production,"Irrigation, reduce stress, timely harvest","Canopy temperature rise, soil moisture drop",3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,2,5,26
96,corn,dough (r4),diplodia ear rot,Fungus (Stenocarpella maydis),"Wet, humid conditions; continuous rains",White mold starting at base of ear; kernels appear dull,R4 ears retain moisture inside husk → ideal fungal growth,"Fungicide at VT–R1, residue management","High humidity inside husk, NDVI drop in patches",3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,2,5,82
97,corn,dough (r4),anthracnose stalk rot,Fungus (Colletotrichum graminicola),"Warm, wet → then dry stress","Premature plant senescence, stalk softness, lodging",R4 demands high nutrients; stress weakens stalk giving pathogen entry,"Balanced fertilizer, irrigation scheduling","Lodging risk, NDVI decline in lower canopy",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,2,5,15
98,corn,dough (r4),charcoal rot,Fungus (Macrophomina phaseolina),"Hot, dry conditions",Gray-black microsclerotia inside stalk; premature drying,Drought during R4 increases root and stalk stress,"Irrigate, avoid overplanting, improve soil organic matter","Soil moisture < 20%, canopy temperature spikes",3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,2,5,48
99,corn,dough (r4),southern rust,Fungus,"Warm, humid (25–30°C), rains",Orange pustules on upper leaf surfaces,Heavy canopy still critical for grain fill; rust reduces photosynthesis,"Resistant hybrids, fungicide","Humidity rise, warm nights, NDVI top-leaf decline",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,5,198
100,corn,dough (r4),corn leaf aphid → secondary sooty mold,Pest (Aphid) + Fungal complex,"Humid, warm weather","Honeydew on leaves, black sooty mold growth",R4 sap-rich leaves attract aphids; mold grows on honeydew,"Aphid control, biocontrol insects","Aphid count, leaf stickiness, NDVI mottling",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,5,68
101,corn,dough (r4),fall armyworm (late feeding),Pest (Larvae),"Warm, humid, cloudy","Feeding on husk and kernels, frass at ear",Larvae prefer soft kernels at R4,"Pheromone traps, insecticide if threshold exceeded","Trap captures, caterpillar count, kernel damage",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,5,88
102,corn,dough (r4),corn borer (2nd generation),Pest,"Warm nights, moderate humidity","Shank feeding → ear droppage, tunneling",Shank soft at R4; easy entry for larvae,"Bt hybrids, insecticide","Pheromone trap count, stalk weakness",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,5,58
103,corn,dough (r4),maize dwarf mosaic virus (mdmv),Virus,Warm temperature + aphids,"Mosaic, yellow streaks on leaves",Aphid activity peaks in warm R4 weather,"Resistant hybrids, vector control","Aphid pressure, NDVI mosaic pattern",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,131
104,corn,dent (r5),fusarium ear rot,Fungus (Fusarium verticillioides),Warm → dry periods followed by humidity,White to pink fungal growth between kernels,R5 kernels still soft; insect damage allows fungal entry,"Control ear-feeding insects, timely harvest","Kernel moisture, heat stress, NDVI decline around ear",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,2,4,93
105,corn,dent (r5),gibberella ear rot,Fungus (Fusarium graminearum),"Cool, wet, humid weather",Pinkish-red mold at ear tip extending downward,Tight husk traps moisture around kernels,"Fungicide at VT–R1, rotation, residue management","Humidity >90%, prolonged rainfall, ear tip mold",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,4,109
106,corn,dent (r5),diplodia ear rot,Fungus (Stenocarpella maydis),"Continuous rains or dew, high humidity",White mold on kernels starting at ear base,Ear physiology traps moisture; ideal for Diplodia spread,"Fungicide timing, residue reduction","Canopy humidity, NDVI small patch declines",3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,2,4,82
107,corn,dent (r5),aspergillus ear rot (aflatoxin),Fungus,"High heat (>32°C), drought",Yellow-green powdery mold,Heat and moisture stress during late grain fill increases aflatoxin risk,"Irrigation scheduling, reduce plant stress","Canopy temperature spikes, soil moisture drop",3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,2,4,26
108,corn,dent (r5),anthracnose stalk rot,Fungus,"Warm, wet → followed by dry stress","Lower stalk hollowing, black streaking",R5 is high-stress stage → stalk weakens as nutrients move to grain,"Balanced nutrition, irrigation, hybrid resistance","Stalk strength tests, NDVI decline near lower stem",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,2,4,15
109,corn,dent (r5),charcoal rot,Fungus (Macrophomina),"Hot, dry weather",Premature plant drying; black microsclerotia,Drought at R5 reduces plant carbohydrates → stalk more susceptible,"Irrigate, avoid overplanting","Soil moisture below 20%, canopy heat",3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,2,4,48
110,corn,dent (r5),southern rust,Fungus (Puccinia polysora),"Warm (25–30°C), humid, rainy",Orange pustules; rapid leaf blighting,R5 leaves still critical for kernel fill; rust reduces grain weight,"Fungicide if severe, resistant hybrids","Humidity rise, warm nights, NDVI drop in upper leaves",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,4,198
111,corn,dent (r5),common rust,Fungus,Moderate temps + dew,Brown-red pustules across leaves,Late-season infections still reduce photosynthesis,"Resistant hybrids, timely fungicide","Leaf moisture, dew duration",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,53
112,corn,dent (r5),corn borer (late generation),Pest,"Warm nights, moderate humidity",Shank tunneling → ear droppage,Shank tissue soft at R5 → easy feeding,"Bt hybrids, insecticide if threshold reached","Pheromone trap counts, shank damage",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,4,59
113,corn,dent (r5),fall armyworm,Pest,"Warm, humid, cloudy",Feeding on husk and mature kernels,Larvae prefer dent-stage kernels,"Traps, biological control, insecticide","Caterpillar count, NDVI localized injury",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,4,87
114,corn,dent (r5),corn leaf aphid (late season),Pest,Warm humid,"Sticky honeydew, sooty mold",Aphids feed on stressed plants late-season,"Biocontrol insects, aphid sprays","Aphid count, leaf glossiness, NDVI mottling",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,4,66
115,corn,dent (r5),maize dwarf mosaic virus (mdmv),Virus,Warm weather + aphid activity,"Yellow mosaic, streaking",Late infections still reduce kernel fill,"Control aphids, resistant varieties","Aphid pressure, NDVI mosaic pattern",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,131
116,corn,grain filling,fusarium ear rot (fusarium verticillioides),Fungus,"Warm (25–32°C), alternating humid–dry cycles","White–pink mold in kernels, shriveling during fill",Grain-filling kernels are high-moisture → ideal fungal colonization,"Prevent drought stress, control insects, rotate crops","Alternating dry↔humid cycles, NDVI drop at ear zone, insect silk/ear damage",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,2,11,95
117,corn,grain filling,gibberella ear rot (fusarium graminearum),Fungus,Cool (15–20°C) and wet conditions,Pink–red mold spreading from tip; poor kernel fill,Husk retains moisture in early grain fill,"Good drainage, fungicide at VT–R1 earlier, rotation","High humidity > 90%, >48 hrs leaf/ear wetness",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,110
118,corn,grain filling,diplodia ear rot (stenocarpella maydis),Fungus,"Cool, wet post-silking weather","White mold between kernels, husks turning brown",Ear moisture remains high at early grain fill,"Remove residue, rotate crops, hybrid resistance",NDVI drop at ear leaf; humidity spikes,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,83
119,corn,grain filling,aspergillus ear rot (aspergillus flavus),Fungus,"Hot (>30°C), drought stress",Yellow-green mold on kernels; shriveled grain,Heat stress weakens kernel defense during filling,"Maintain irrigation, hybrid choice, avoid moisture stress","Thermal hotspots, soil moisture < 25%, canopy temp rise",3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,2,11,27
120,corn,grain filling,common rust (puccinia sorghi),Fungus,Moderate temps + humidity,Heavy pustules reduce photosynthesis → kernel shrinkage,Grain fill depends on leaf health; rust reduces source strength,"Resistant hybrids, timely fungicide (VT–R1)","NDVI decline in upper canopy, RH > 70%",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,11,54
121,corn,grain filling,gray leaf spot (cercospora zeae-maydis),Fungus,"Warm, very humid, cloudy",Rectangular lesions increase; severe reduction in ear-leaf photosynthesis,Ear leaf is primary energy source at grain fill,"Earlier fungicide (VT–R1), reduce canopy humidity","Humidity > 90%, lesion spread along veins",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,11,115
122,corn,grain filling,northern corn leaf blight (nclb),Fungus,"Cool–moderate temps, leaf wetness",Long lesions expanding rapidly during R3–R4,Grain fill heavily dependent on healthy leaf area,"Resistant varieties, scouting, fungicide if severe","Leaf-wetness > 10 hrs, NDVI striping",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,11,142
123,corn,grain filling,stalk rot (gibberella & fusarium),Fungus,"Warm, wet early season → dry late season","Premature plant death, rotting at stalk base",High carbohydrate demand → stalks weaken,"Potassium management, irrigation, avoid stress","Lodging rate, stalk push test fails, NDVI collapse late-season",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,2,11,207
124,corn,grain filling,anthracnose stalk rot (colletotrichum graminicola),Fungus,"Warm, humid",Shiny black discoloration on stalk; top dieback,Grain filling pulls sugars from stalk → weakened defenses,"Balanced fertility, rotation, residue control",Satellite dryness + NDVI drop; stem softness,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,11,16
125,corn,grain filling,corn earworm (helicoverpa zea),Pest,"Warm nights, high humidity","Kernel feeding holes, frass, poor fill",R3 kernels still soft → ideal for chewing,"Pheromone traps, insecticide threshold","Trap count > threshold, ear tip chewing",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,11,61
126,corn,grain filling,fall armyworm (spodoptera frugiperda),Pest,"Warm, humid","Boreholes on husk, missing kernels",Husks at grain fill still penetrable,"Early detection, insecticide","Larval counts, leaf tearing near ear",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,11,89
127,corn,grain filling,root-knot nematodes (meloidogyne spp.),Nematode,Warm soils > 25°C,"Stunting, poor grain fill, uneven kernel development",High nutrient demand stresses infected roots,"Nematicides, crop rotation, organic matter","NDVI patchiness, soil moisture irregularities",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,175
128,corn,physiological maturity (r6),stalk rot (fusarium / gibberella),Fungus,Warm early season + late-season drought,"Stalk softening, shredding when pressed, lodging",Carbohydrates diverted to grain → stalk becomes weak,"Balanced K, reduce drought stress, hybrid resistance","Lodging %, stalk push test failures, NDVI collapse in late canopy",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,2,16,206
129,corn,physiological maturity (r6),anthracnose stalk rot (colletotrichum graminicola),Fungus,"Warm, humid",Black shiny discoloration on stalk; plant top dieback,Dead canopy + high N promotes fungal movement,"Residue management, potassium balance","NDVI drop in lower canopy, humidity > 85%",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,16,16
130,corn,physiological maturity (r6),diplodia ear rot (stenocarpella maydis),Fungus,"Cool, wet weather during late grain fill","White mold between kernels, husks prematurely browning",High ear moisture persists until R6,"Crop rotation, residue removal","Humidity spikes, NDVI decline on ear zone",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,83
131,corn,physiological maturity (r6),gibberella ear rot (fusarium graminearum),Fungus,"Cool, wet periods",Pink–red fungal growth near ear tip,Slow drying at R6 favors fungal survival,"Timely harvest, air movement, early fungicide (VT–R1)","RH > 90%, >48 hrs wetness, tip discoloration",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,110
132,corn,physiological maturity (r6),fusarium ear rot (f. verticillioides),Fungus,"Warm, alternating humid–dry",Chalky white–pink mold; lighter kernels,"R6 kernels still high moisture, slow dry-down","Control insects, irrigation scheduling","Dry-humid cycle patterns, NDVI tip discoloration",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,2,16,94
133,corn,physiological maturity (r6),aspergillus ear rot (a. flavus),Fungus,"Hot (>32°C), drought",Yellow-green mold; aflatoxin risk,Heat stress during drying accelerates infection,"Avoid drought stress, timely harvest","Thermal hotspots, soil moisture < 25%",3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,2,16,25
134,corn,physiological maturity (r6),common rust (late-season) (puccinia sorghi),Fungus,"Cool–moderate, humid",Pustules persist causing delayed dry-down,Late rust reduces leaf dry-down → higher grain moisture,"Resistant varieties, fungicide earlier (VT–R1)","RH > 70%, late NDVI decline",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,16,55
135,corn,physiological maturity (r6),gray leaf spot (late lesions),Fungus,Warm + humid,Lesions dry but reduce stalk strength,Reduced photosynthesis → stalk rot increases,"Maintain airflow, rotate crops","High humidity patches, NDVI striping",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,16,117
136,corn,physiological maturity (r6),corn earworm (late damage),Pest,Warm nights,"Entry holes, missing kernels, secondary rot",R6 kernels still attractive to late larvae,"Pheromone traps, harvest on time","High trap counts, visible tip damage",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,62
137,corn,physiological maturity (r6),fall armyworm (late feeding),Pest,"Warm, humid","Minor kernel chewing, husk tearing",Weak husks at R6 allow late infestation,Threshold-based insecticide,"Larval count, NDVI tearing",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,16,90
138,corn,physiological maturity (r6),root-knot nematodes,Nematode,Warm soil > 25°C,"Late-season stunting, poor standability",Stressed roots → poor nutrient flow during dry-down,"Crop rotation, nematicides","Patchy NDVI zones, soil moisture inconsistencies",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,174
139,corn,harvest,fusarium ear rot,Fungus,"Warm (25–30°C), high humidity, rainfall during grain fill to harvest","Pinkish-white mold on kernels, lightweight shriveled grains",Mature ears with exposed husks are easily infected through silk and insect wounds,"Timely harvesting, use resistant hybrids, proper drying of grains, field sanitation","Increased humidity near harvest, ear damage from insects, drop in grain test weight",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,12,93
140,corn,harvest,gibberella ear rot,Fungus,Cool to moderate temperatures with continuous rainfall,"Reddish-pink mold starting from ear tip, toxin contamination risk",Prolonged moisture during maturity favors spore spread on ears,"Crop rotation, residue management, early harvesting","Wet weather pattern, persistent cloud cover, NDVI decline in ear zone",3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,2,12,109
141,corn,harvest,aspergillus ear rot,Fungus,"Hot (>30°C), drought stress followed by humidity","Greenish-yellow powdery mold, aflatoxin risk",Drought-stressed plants are highly susceptible at grain maturity,"Irrigation management, resistant varieties, rapid post-harvest drying","High temperature spikes, low soil moisture then sudden humidity",3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,2,12,24
142,corn,harvest,charcoal rot,Fungus,"Hot, dry soil conditions at maturity","Premature drying of plants, gray-black discoloration inside stalks",Water stress weakens plants at harvesting stage,"Adequate irrigation during late growth, balanced fertilization","Soil moisture below threshold, persistent heat waves",3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,2,12,48
143,corn,harvest,bacterial stalk rot,Bacteria,Hot and wet weather with waterlogged soils,"Soft, foul-smelling stalks, plant lodging before harvest",High sugar accumulation weakens stalk tissues near harvest,"Proper drainage, avoid excess nitrogen, balanced potassium","High soil moisture, sudden plant lodging, humidity >85%",3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,2,12,38
144,corn,harvest,corn smut (late infection),Fungus,Moderate temperature with intermittent rain,Large gray galls on ears and stalks visible at harvest,Soft tissues near maturity allow secondary infection,"Remove infected plants, deep plowing, resistant hybrids","Visible gall formation, localized NDVI drop",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,71
145,corn,harvest,stem borer (carry-over damage),Pest,"Warm temperatures, dry-to-moderate humidity","Broken stalks, poor grain filling, ear drop",Larval tunneling weakens stalks making harvest losses severe,"Timely pest control earlier, destruction of crop residues","High moth trap counts earlier, stalk lodging percentage",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,2,12,208
146,corn,harvest,root rot complex,Fungus,"Poorly drained soils, continuous cropping","Plants easily pulled out, root decay visible during harvest",Damaged roots reduce nutrient uptake till maturity,"Crop rotation, raised beds, seed treatment in next cycle","Waterlogging frequency, weak root anchorage",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,170
147,corn,post-harvest,aspergillus storage mold (aflatoxin),Fungus,"Hot (>30°C), grain moisture >13–14%, poor aeration","Greenish-yellow mold on kernels, musty smell, aflatoxin contamination",High moisture and warm temperature after harvest strongly favor toxin-producing fungi,"Dry grain below 12–13% moisture, proper aeration, clean storage bins","Grain moisture level, temperature inside storage, aflatoxin rapid test",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,19,29
148,corn,post-harvest,fusarium storage rot,Fungus,"Moderate temperature, high humidity in storage","White to pink fungal growth on grains, kernel shrinkage",Field-infected kernels continue infection during storage,"Proper drying, discard damaged kernels, sanitation of godowns","Visible mold patches, increase in broken grain %, humidity inside store",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,19,100
149,corn,post-harvest,penicillium blue mold,Fungus,"Cool to moderate temp, high moisture in storage","Blue-green mold on grain surface, heating of grain mass",Moist grain at storage encourages rapid fungal colonization,"Store only dry grain, regular turning of grain, fumigation if required","Hot spots in storage, rising CO₂ levels, grain temperature sensors",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,19,144
150,corn,post-harvest,bacterial soft rot (stored cobs),Bacteria,"High moisture, water condensation in storage","Soft, slimy decay with foul odor",Wet cobs after harvest allow bacterial multiplication,"Avoid storing wet cobs, sun-drying, hygienic handling","Condensation on storage walls, foul smell detection",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,19,37
151,corn,post-harvest,maize weevil,Pest,"Warm temperature (25–35°C), moderate humidity","Circular holes in kernels, powdery frass, weight loss",Dry stored grain is highly vulnerable to hidden infestations,"Phosphine fumigation, airtight storage, neem-based protectants","Insect trap counts, live insect detection per kg grain",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,19,132
152,corn,post-harvest,larger grain borer,Pest,"Hot, dry storage conditions","Extensive tunneling inside kernels, rapid grain destruction",Post-harvest stage provides uninterrupted food source,"Hermetic bags, regular fumigation, sealed godowns","Rapid rise in broken grain %, pest count per sample",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,19,126
153,corn,post-harvest,rice moth (angoumois grain moth),Pest,Warm and moderately humid storage,"Silk webbing on grains, hollow grains",Eggs laid on stored grain immediately after harvest,"Clean storage before filling, light traps, fumigation","Adult moth trap captures, webbing presence",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,19,167
154,corn,post-harvest,storage mites,Pest,High humidity >70% in storage,"Powdery residue, heating of grains, reduced market quality",Moist grain supports rapid mite multiplication,"Maintain low humidity, regular inspection, sanitation","Relative humidity inside store, fine dust accumulation",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,19,217
155,corn,post-harvest,mycotoxin contamination (general),Secondary Effect (Fungal),Prolonged storage with moisture and warmth,No visible symptom sometimes; detected in lab tests,Invisible toxin buildup despite clean-looking grain,"Periodic lab testing, strict moisture control","Mycotoxin test reports, prolonged high humidity trends",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,19,135
158,toor,seed treatment sowing,fusarium wilt,Fungus,"Warm to moderate soil temperatures (20-25°C), high soil moisture, poor drainage",No visible symptoms at seed stage; seeds may show slight discoloration if infected,Seeds are highly susceptible if contaminated; fungus survives in soil and seed coat,"Use fungicide-treated seeds, crop rotation with non-host crops, soil solarization","Seed viability tests, fungal spore counts in soil samples, choose pathogen-free seed lots",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,23,101
159,toor,seed treatment sowing,root rot,Fungus,"Cool, wet soils (15-20°C), high moisture, poor aeration","Seeds may rot before germination, soft seed decay",Seeds in prolonged contact with moist soil; fungal pathogens attack weak seeds,"Treated seeds, well-drained soil, avoid early sowing in cold wet soils","Soil moisture levels 60-70%, drainage assessment, seed germination tests",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,23,169
160,toor,seed treatment sowing,bacterial blight,Bacteria,"Warm to moderate temperatures (20-25°C), high humidity, wet conditions",No visible symptoms at seed stage; seeds may show slight water soaking if heavily infected,Bacterial pathogens can be seed-borne; survive on seed coat and in soil,"Use pathogen-free seeds, copper-based seed treatments, disinfect seed before sowing","Seed health certification, bacterial spore counts, chlorophyll leaching tests",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,23,30
